id,franchise,title,date,gross,rating
tt0859163,The Mummy,The Mummy: Tomb of the Dragon Emperor,8/1/08,405760225,13
tt0383216,The Pink Panther,The Pink Panther,3/20/64,10878107,21
tt0058586,The Pink Panther,A Shot in the Dark,6/23/64,12368234,93
tt0072081,The Pink Panther,The Return of the Pink Panther,5/16/75,41833347,89
tt0075066,The Pink Panther,The Pink Panther Strikes Again,12/15/76,33833201,83
tt0078163,The Pink Panther,Revenge of the Pink Panther,7/21/78,37337746,78
tt0084814,The Pink Panther,Trail of the Pink Panther,12/17/82,7201697,25
tt0085384,The Pink Panther,Curse of the Pink Panther,8/12/83,3374312,29
tt0108187,The Pink Panther,Son of the Pink Panther,8/27/93,2457574,6
tt0383216,The Pink Panther,The Pink Panther,2/10/06,158926474,21
tt0838232,The Pink Panther,The Pink Panther 2,2/6/09,70022978,12
tt2184339,The Purge,The Purge,6/7/13,91266581,39
tt2975578,The Purge,The Purge: Anarchy,7/18/14,111534881,56
tt4094724,The Purge,The Purge: Election Year,7/1/16,118514727,54
tt6133466,The Purge,The First Purge,7/4/18,136617305,54
tt0092106,Transformers,The Transformers: The Movie,8/8/86,5849647,57
tt0418279,Transformers,Transformers,7/2/07,708272592,57
tt1055369,Transformers,Transformers: Revenge of the Fallen,6/24/09,836519699,19
tt1399103,Transformers,Transformers: Dark of the Moon,6/29/11,1123790543,35
tt2109248,Transformers,Transformers: Age of Extinction,6/27/14,1104039076,18
tt3371366,Transformers,Transformers: The Last Knight,6/21/17,602893340,15
tt4701182,Transformers,Bumblebee,12/21/18,458341878,93
tt0293662,Transporter,The Transporter,10/11/02,43928932,54
tt1129442,Transporter,Transporter 3,11/26/08,107235592,38
tt2938956,Transporter,The Transporter Refueled,9/4/15,69698495,16
tt1099212,Twilight,Twilight,11/21/08,402280159,49
tt1259571,Twilight,The Twilight Saga: New Moon,11/20/09,687557727,28
tt1325004,Twilight,The Twilight Saga: Eclipse,6/30/10,706102828,48
tt1324999,Twilight,The Twilight Saga: Breaking Dawn - Part 1,11/18/11,689420051,25
tt1673434,Twilight,The Twilight Saga: Breaking Dawn - Part 2,11/16/12,829724737,49
tt0320691,Underworld,Underworld,9/19/03,95708457,31
tt0401855,Underworld,Underworld: Evolution,1/20/06,113417762,16
tt0834001,Underworld,Underworld: Rise of the Lycans,1/23/09,89102315,29
tt1496025,Underworld,Underworld Awakening,1/20/12,160379930,27
tt3717252,Underworld,Underworld: Blood Wars,1/6/17,81209222,20
tt0120903,X-Men,X-Men,7/14/00,296872367,81
tt0290334,X-Men,X2: X-Men United,5/2/03,406875536,85
tt0376994,X-Men,X-Men: The Last Stand,5/26/06,459260946,58
tt0458525,X-Men,X-Men Origins: Wolverine,5/1/09,374825760,37
tt1270798,X-Men,X-Men: First Class,6/3/11,355408305,86
tt1430132,X-Men,The Wolverine,7/26/13,416456852,70
tt1877832,X-Men,X-Men: Days of Future Past,5/23/14,747862775,90
tt1431045,X-Men,Deadpool,2/12/16,801025593,84
tt3385516,X-Men,X-Men: Apocalypse,5/27/16,542537546,48
tt3315342,X-Men,Logan,3/3/17,615461394,93
tt5463162,X-Men,Deadpool 2,5/18/18,786680557,83
